id,input_len,output_len,arrival_time
1063,105,12896,1090476.991637
1064,82,24780,1091196.940765
1065,54,9852,1091478.001035
1066,144,11343,1092648.860840
1067,125,8139,1092792.919086
1068,114,16231,1092838.873168
1069,172,20662,1096887.218726
1070,388,28168,1097787.540640
1071,67,9279,1097894.529046
1072,133,30000,1098748.798148
1073,93,19901,1098823.397783
1074,74,9719,1098914.969192
1075,129,12366,1100522.321132
1076,360,16365,1101510.043061
1077,95,12356,1101729.578053
1078,109,8384,1103169.487857
1079,489,16886,1103871.422588
1080,98,30000,1104106.986484
1081,83,30000,1104156.770556
1082,108,20118,1105193.653030
1083,164,30000,1106443.209203
1084,196,30000,1108320.022396
1085,198,8794,1109164.147617
1086,197,19313,1109768.208998
1087,142,25039,1110826.965897
1088,182,12570,1111544.057186
1089,64,12188,1112738.511947
1090,160,25725,1113551.786223
1091,91,12090,1114375.433316
1092,85,8062,1114839.512344
1093,94,7578,1115060.110947
1094,129,19561,1116436.611192
1095,125,11814,1117380.790302
1096,196,7994,1118729.321171
1097,98,12793,1121886.241981
1098,111,17389,1123274.307537
1099,82,9186,1123611.315501
1100,101,14699,1123617.595522
1101,74,11705,1124073.486723
1102,101,5404,1124335.183519
1103,148,21338,1125533.943768
1104,151,10297,1126941.305616
1105,140,17307,1127058.136410
1106,183,16009,1127253.447401
1107,59,12308,1129058.649267
1108,159,10449,1129490.818245
1109,120,20753,1130156.970411
1110,89,6605,1130814.077784
1111,57,11968,1130846.828019
1112,187,20485,1132766.546156
1113,97,21989,1133131.315282
1114,83,6346,1133153.997379
1115,258,13593,1133796.572381
1116,198,22569,1134637.334471
1117,82,8217,1136406.758554
1118,209,18926,1136482.779068
1119,98,12793,1136691.047045
1120,113,16977,1137552.793756
1121,253,12399,1138586.900638
1122,253,12399,1138645.322928
1123,124,30000,1140552.791122
1124,159,21507,1141642.641180
1125,219,30000,1142033.422988
1126,110,11702,1146046.167232
1127,69,10611,1149352.773627
1128,104,10826,1154232.040442
1129,84,9061,1154454.922501
1130,101,14699,1154752.440797
1131,104,9073,1159600.518499
1132,134,26379,1161375.772839
1133,217,30000,1162390.215049
1134,204,16166,1165304.063528
1135,147,30000,1166595.809428
1136,131,7325,1167567.503596
1137,97,17190,1169128.409410
1138,140,30000,1169917.016905
1139,77,9122,1170425.958895
1140,137,22774,1171474.078523
1141,95,6421,1173198.273566
1142,73,27190,1178045.274044
1143,285,10274,1178141.280562
1144,132,12126,1178680.875296
1145,74,18145,1179247.775799
1146,140,11781,1180695.037827
1147,147,10747,1180702.372734
1148,263,30000,1182514.704625
1149,108,30000,1182879.189371
1150,163,10970,1184210.122511
1151,94,7179,1184543.627432
1152,124,8825,1184728.261860
1153,190,27273,1185005.911452
1154,100,9379,1185750.817603
1155,69,11624,1187750.369683
1156,202,9825,1188873.994785
1157,55,13858,1189354.036592
1158,104,10911,1192865.890143
1159,87,12635,1193111.653673
1160,160,19481,1194186.661694
1161,237,17212,1194885.490915
1162,114,16148,1195511.698897
1163,74,22923,1198391.397502
1164,140,11781,1198813.533135
1165,88,7629,1199908.672601
1166,127,23837,1200542.557392
1167,185,7600,1201147.323050
1168,136,8554,1202363.722734
1169,120,4827,1203077.226107
1170,141,10293,1203145.892023
1171,149,14570,1203303.599484
1172,239,6981,1204415.332103
1173,90,7512,1206485.452453
1174,128,10844,1207124.116737
1175,75,6761,1207831.143899
1176,179,22440,1207909.555196
1177,85,5761,1208859.462056
1178,155,25060,1210673.760423
1179,98,12147,1211446.012423
1180,113,12174,1213925.803932
1181,183,21265,1214074.084902
1182,128,10844,1214226.160619
1183,140,12016,1215182.596484
1184,142,10940,1217337.017109
1185,124,30000,1217647.995909
1186,98,20353,1221059.185595
1187,184,21635,1221682.245105
1188,137,9925,1222870.029785
1189,189,24294,1223273.524668
1190,211,16993,1223962.305406
1191,126,24664,1226236.461402
1192,237,11683,1227549.094345
1193,373,27774,1227663.541611
1194,156,10834,1228205.241757
1195,157,13358,1229011.061092
1196,147,24616,1229482.888717
1197,176,29412,1231446.937564
1198,157,8056,1231883.660481
1199,101,17938,1232331.221232
1200,183,19411,1232372.880224
1201,360,10166,1233656.178422
1202,164,30000,1234333.388605
1203,162,3405,1234740.984716
1204,111,12568,1235777.024559
1205,99,8834,1237174.147104
1206,79,12538,1237771.012257
1207,92,8896,1237944.357233
1208,91,19394,1238783.139755
1209,140,7221,1238838.256560
1210,148,25638,1238865.986330
1211,119,11724,1239045.050072
1212,389,7897,1239122.848823
1213,98,20353,1239757.645289
1214,112,16152,1240810.111890
1215,148,22046,1241191.233155
1216,115,7948,1241197.809493
1217,100,5246,1244522.416790
1218,104,6973,1245004.199599
1219,102,11907,1245317.490884
1220,165,9471,1245672.787227
1221,94,6078,1247215.633199
1222,118,12036,1247672.175765
1223,182,12570,1250281.290025
1224,90,30000,1253267.523586
1225,69,27792,1257459.175503
1226,75,5291,1259270.528902
1227,209,24370,1261152.425517
1228,205,10770,1261628.418378
1229,119,15941,1262455.292757
1230,169,10289,1262461.560261
1231,133,12043,1264269.571350
1232,93,22516,1264305.294613
1233,373,27774,1265589.027489
1234,209,18926,1266230.123013
1235,59,12044,1266299.107559
1236,112,11732,1266608.169082
1237,167,13360,1268369.176693
1238,65,3481,1268668.850110
1239,162,18613,1269662.698188
1240,122,27789,1270684.930227
1241,533,30000,1271055.344967
1242,86,12462,1275631.697337
1243,93,8376,1276092.883850
1244,137,15276,1276722.214483
1245,170,7837,1277162.520888
1246,150,15085,1278384.622696
1247,237,15391,1280800.392926
1248,129,18977,1280822.117923
1249,164,12577,1281171.198967
1250,92,8327,1282577.150924
1251,61,22100,1282718.684114
1252,93,16132,1283198.488364
1253,526,17753,1284570.601003
1254,156,10834,1285012.745983
1255,104,10911,1286014.940751
1256,191,19171,1287267.185465
1257,145,16557,1289361.520873
1258,299,20484,1290575.832903
1259,131,9823,1291584.153786
1260,133,10001,1291910.390716
1261,102,20267,1292122.033559
1262,101,11228,1292236.675752
1263,100,12540,1293117.730130
1264,155,22145,1293684.260488
1265,116,12060,1293693.338490
1266,93,11399,1295072.110162
1267,105,8166,1296874.689280
1268,106,4531,1298686.176985
1269,95,19668,1298908.499664
1270,167,10200,1301299.701023
1271,205,11825,1302958.788866
1272,167,8388,1303555.846112
1273,123,9857,1304030.007367
1274,175,30000,1304784.152365
1275,126,19952,1304857.289180
1276,114,11754,1304916.922016
1277,108,30000,1304961.398030
1278,134,12093,1305247.456180
1279,178,18565,1305360.990071
1280,123,17449,1305679.097133
1281,238,12305,1306028.928323
1282,397,6651,1307221.154572
1283,79,19786,1307688.842913
1284,221,30000,1307695.355993
1285,93,29261,1307728.377561
1286,214,11500,1308541.045851
1287,73,27190,1308632.469584
1288,154,9949,1309973.931229
1289,98,12116,1311164.701329
1290,177,30000,1311879.772818
1291,86,17243,1312289.779075
1292,95,9737,1313914.280522
1293,66,8362,1314375.738957
1294,78,19137,1314740.287769
1295,123,20435,1315134.239682
1296,178,30000,1315837.054346
1297,157,12280,1316121.166341
1298,526,17753,1316388.602641
1299,109,13018,1320774.588148
1300,98,24410,1320815.278023
1301,134,12093,1320850.383135
1302,142,8436,1321241.023806
1303,140,12016,1322311.886654
1304,155,7577,1322920.745916
1305,357,16080,1323037.087884
1306,110,12247,1324518.095650
1307,97,12854,1324569.104117
1308,119,7663,1324768.197133
1309,91,17743,1325510.748597
1310,108,3776,1325728.400030
1311,138,19703,1326044.841856
1312,128,6196,1328865.238916
1313,83,21055,1332637.268648
1314,94,7303,1332899.604286
1315,78,3417,1334428.457979
1316,110,10977,1335334.176609
1317,137,10987,1336771.516132
1318,388,22728,1337441.269374
1319,63,12249,1337757.583465
1320,108,9429,1339475.275880
1321,92,30000,1343259.277064
1322,108,24734,1344315.007409
1323,68,11181,1346163.294879
1324,179,15870,1346221.464528
1325,114,16231,1347014.549266
1326,107,18441,1347446.623485
1327,207,21963,1349328.061757
1328,130,13899,1349348.933549
1329,75,5291,1350147.087818
1330,170,20898,1350664.469499
1331,164,30000,1351160.460051
1332,172,14378,1352733.417976
1333,137,21742,1352917.844654
1334,114,13336,1355446.006845
1335,140,30000,1355582.050880
1336,155,6437,1356505.550443
1337,160,11369,1358163.801053
1338,160,25725,1359113.168149
1339,218,13570,1364994.107760
1340,107,15042,1366956.083302
1341,130,7391,1368133.440125
1342,104,6296,1368593.337920
1343,184,30000,1369260.521106
1344,93,30000,1370679.848515
1345,178,17474,1371028.918602
1346,132,15097,1371527.704467
1347,134,10143,1373440.951632
1348,178,23579,1375011.912822
1349,132,10264,1377597.621253
1350,137,26438,1380415.889584
1351,140,15241,1381324.331812
1352,119,16307,1383204.056637
1353,146,15565,1388699.956046
1354,123,28048,1389062.599607
1355,118,11247,1389461.470981
1356,108,11701,1389882.144143
1357,106,16841,1390939.633539
1358,133,7787,1391850.371887
1359,149,14570,1392387.229287
1360,115,16456,1392527.697990
1361,108,12449,1397449.834840
1362,123,22843,1397766.475455
1363,252,26333,1398404.404971
1364,360,10166,1400064.937245
1365,196,7994,1403336.184794
1366,55,7947,1404017.839568
1367,130,11185,1404637.279886
1368,189,30000,1404769.239724
1369,69,10430,1405841.331418
1370,120,14847,1406502.397816
1371,50,12294,1406840.007579
1372,89,9053,1408600.693236
1373,121,5348,1409823.868647
1374,129,13350,1410976.315001
1375,85,25277,1411546.021304
1376,214,9566,1412673.026143
1377,176,26305,1419745.712774
1378,135,10080,1419978.687581
1379,102,7461,1422254.935120
1380,257,11897,1422788.619382
1381,125,8626,1423398.881836
1382,182,13042,1423484.232258
1383,96,9640,1425415.163400
1384,118,18955,1425460.039585
1385,135,22238,1425516.180367
1386,79,8194,1426852.156123
1387,91,18459,1427058.097688
1388,87,22696,1428662.762261
1389,116,26002,1428995.239606
1390,73,25055,1432331.154915
1391,102,15935,1432347.566423
1392,258,13593,1432577.812795
1393,178,21391,1433123.017087
1394,164,30000,1433595.316350
1395,372,17429,1434065.398868
1396,114,14156,1434069.323876
1397,101,16571,1434872.516993
1398,105,12881,1435331.601046
1399,93,7469,1436311.390244
1400,128,13219,1440044.130737
1401,138,7920,1440110.269824
1402,79,12538,1440713.074389
1403,64,12909,1440787.679604
1404,155,7650,1443776.601714
1405,461,15510,1443843.293538
1406,116,10028,1444061.765435
1407,105,8069,1445250.873603
1408,78,13945,1445282.952974
1409,196,11863,1445732.952951
1410,72,8865,1446874.505866
1411,67,8789,1446926.834488
1412,183,21490,1447178.709955
1413,104,8154,1448164.394756
1414,94,7179,1449343.263001
1415,104,6119,1450189.958668
1416,128,13219,1450966.291691
1417,66,23341,1451670.031579
1418,468,30000,1451969.368943
1419,88,11092,1452272.851188
1420,102,10825,1452962.623365
1421,108,26012,1453996.459049
1422,50,12294,1456498.657658
1423,151,10187,1456755.575900
1424,140,9732,1459024.336743
1425,54,10960,1460671.303760
1426,87,22696,1461344.897946
1427,177,12273,1463279.149680
1428,132,12065,1463307.449804
1429,150,30000,1463740.271407
1430,204,9487,1463913.719747
1431,106,17588,1464094.269567
1432,372,12379,1464827.110479
1433,191,19171,1469119.661805
1434,206,30000,1470108.215452
1435,176,30000,1471309.876799
1436,551,30000,1471602.635072
1437,168,10722,1474615.610164
1438,84,10721,1474871.614019
1439,130,24470,1479906.389474
1440,88,10355,1480332.047821
1441,230,18709,1480725.182832
1442,109,14941,1480772.334360
1443,102,12475,1480880.713862
1444,157,9453,1480899.686751
1445,120,11016,1481126.824218
1446,100,20577,1481144.314196
1447,98,12808,1481492.293935
1448,64,10147,1484542.387673
1449,121,10706,1484718.435874
1450,109,24318,1484930.859405
1451,176,30000,1485405.371127
1452,226,22256,1485753.107470
1453,177,28573,1486590.472787
1454,108,17316,1486845.722805
1455,550,8436,1488541.234185
1456,98,25592,1489842.284250
1457,130,13899,1490140.309843
1458,182,11758,1491995.364769
1459,179,12364,1492392.504386
1460,110,10977,1493701.708019
1461,81,18641,1494432.423743
1462,56,7956,1494641.965076
1463,126,20113,1495030.633753
1464,149,30000,1495794.811620
1465,125,11814,1496122.460985
1466,176,8629,1496247.595927
1467,82,16067,1498844.711372
1468,50,11164,1499521.955804
1469,102,12399,1502876.249617
1470,108,30000,1503390.145431
1471,218,13973,1503707.245003
1472,117,11279,1505077.046916
1473,211,16993,1505641.356902
1474,158,5661,1506585.890559
1475,141,9759,1506942.896316
1476,551,30000,1507683.728322
1477,102,11907,1507875.092283
1478,114,5605,1510206.466122
1479,109,24318,1510760.318639
1480,131,30000,1511041.440836
1481,120,11743,1514153.929432
1482,179,22696,1514169.285482
1483,215,30000,1514793.036701
1484,128,10844,1514861.049471
1485,121,10839,1515253.039425
1486,145,7483,1518789.948235
1487,104,6119,1518949.332204
1488,79,5299,1519865.470944
1489,147,7634,1521809.528348
1490,120,19498,1525030.759341
1491,109,16706,1526772.972790
1492,104,25298,1527377.601144
1493,146,8657,1529838.371642
1494,78,21666,1529848.645847
1495,249,11315,1530397.248295
1496,55,14258,1530638.920505
1497,132,13714,1531984.340572
1498,144,6541,1533204.876936
1499,155,28175,1534618.192871
1500,127,12251,1534653.116328
1501,79,19786,1534769.319423
1502,260,27123,1535947.855365
1503,123,7671,1537103.903395
1504,206,30000,1538018.087975
1505,154,13959,1539037.986316
1506,429,18681,1540495.683054
1507,83,30000,1540653.421017
1508,92,23588,1543398.584423
1509,170,7837,1545402.891008
1510,112,16638,1545977.456640
1511,245,10852,1546788.194770
1512,155,7577,1548200.191859
1513,192,18734,1548999.759737
1514,78,13945,1550271.486429
1515,168,30000,1550374.662803
1516,65,9570,1550560.917517
1517,202,30000,1550886.307771
1518,138,14006,1550962.641775
1519,263,21229,1551991.152858
1520,98,16647,1552423.645281
1521,182,11873,1552935.760109
1522,82,10101,1554186.942989
1523,130,21906,1555803.477377
1524,123,25417,1557038.247491
1525,154,11135,1557142.155031
1526,107,16950,1557468.185753
1527,157,11311,1558149.443895
1528,134,12529,1562606.701515
1529,170,16301,1563597.310578
1530,133,7211,1564665.099054
1531,186,30000,1565823.099200
1532,94,11022,1567260.191808
1533,111,30000,1568271.169893
1534,135,4847,1568584.226416
1535,81,8032,1569413.958248
1536,158,19216,1571568.798306
1537,150,16945,1572118.023957
1538,194,18016,1573140.600844
1539,110,11054,1576098.705472
1540,119,12850,1576621.433391
1541,135,6511,1577462.203012
1542,108,27311,1580464.805454
1543,177,12629,1581602.617933
1544,80,19298,1582901.323539
